Date of Production,Wellbore name,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,FLOW_KIND,WELL_TYPE,Calculated_GOR
2010-07-05,15/9-F-12 H,24.0,271.589,107.459,222.967,25.782,73.82106,48.622,89.176,15.72,2618.0,380188.0,3441.0,production,OP,145.2207792207792
2010-07-06,15/9-F-12 H,24.0,271.601,107.463,223.702,26.105,75.34669,47.899,90.506,15.004,2626.0,385272.0,3508.0,production,OP,146.7143945163747
2010-07-07,15/9-F-12 H,24.0,271.634,107.467,223.873,26.183,76.92699,47.762,89.155,14.878,2545.0,371625.0,3438.0,production,OP,146.02161100196463
2010-07-08,15/9-F-12 H,24.0,271.794,107.468,224.452,26.316,77.92248,47.341,88.879,14.441,2553.0,372444.0,3493.0,production,OP,145.88484136310223
2010-07-09,15/9-F-12 H,24.0,271.949,107.469,224.886,26.551,78.83273,47.063,89.72,14.166,2555.0,372722.0,3545.0,production,OP,145.8794520547945
2010-07-10,15/9-F-12 H,22.33,278.155,107.402,225.67,23.893,67.48127,52.485,87.36,19.954,1939.0,286799.0,2751.0,production,OP,147.91077875193398
2010-07-11,15/9-F-12 H,24.0,272.995,107.488,226.128,26.881,78.43737,46.867,89.237,14.087,2424.0,354358.0,3558.0,production,OP,146.18729372937293
2010-07-12,15/9-F-12 H,24.0,276.106,107.441,225.518,27.096,71.05453,50.588,90.439,17.687,2270.0,329874.0,3253.0,production,OP,145.31894273127753
2010-07-13,15/9-F-12 H,24.0,282.699,107.325,224.034,25.704,51.12476,58.664,89.634,25.73,1826.0,263292.0,2538.0,production,OP,144.1905805038335
2010-07-14,15/9-F-12 H,24.0,282.645,107.317,223.725,25.555,51.22171,58.92,89.197,25.974,1828.0,262934.0,2565.0,production,OP,143.83698030634574
2010-07-15,15/9-F-12 H,24.0,282.561,107.313,223.385,25.345,51.3302,59.176,87.131,26.24,1826.0,263353.0,2333.0,production,OP,144.22398685651697
2010-07-16,15/9-F-12 H,24.0,282.582,107.308,223.256,25.094,51.23524,59.327,87.757,26.391,1823.0,263099.0,2446.0,production,OP,144.32199670872188
2010-07-17,15/9-F-12 H,24.0,282.612,107.304,223.257,25.144,51.22063,59.355,88.077,26.436,1815.0,262075.0,2446.0,production,OP,144.3939393939394
2010-07-18,15/9-F-12 H,24.0,282.684,107.299,223.316,25.179,51.18386,59.368,88.322,26.443,1807.0,260714.0,1901.0,production,OP,144.28002213613723
2010-07-19,15/9-F-12 H,24.0,282.694,107.295,223.416,25.368,51.19876,59.278,88.999,26.331,1802.0,259493.0,2788.0,production,OP,144.00277469478357
2010-07-20,15/9-F-12 H,24.0,282.565,107.292,223.243,25.374,51.30265,59.322,88.56,26.388,1802.0,259638.0,3022.0,production,OP,144.0832408435072
2010-07-21,15/9-F-12 H,24.0,282.613,107.288,223.288,25.446,51.15669,59.325,88.125,26.378,1793.0,258421.0,3033.0,production,OP,144.12771890686003
2010-07-22,15/9-F-12 H,24.0,282.648,107.283,223.421,25.22,51.13662,59.226,89.636,26.296,1784.0,257663.0,3060.0,production,OP,144.429932735426
2010-07-23,15/9-F-12 H,24.0,282.652,107.281,223.445,25.255,51.13623,59.207,89.748,26.275,1863.0,269011.0,3224.0,production,OP,144.3966720343532
2010-07-24,15/9-F-12 H,24.0,282.653,107.279,223.415,25.48,51.21449,59.239,89.788,26.295,1865.0,269480.0,3238.0,production,OP,144.49329758713137
2010-07-25,15/9-F-12 H,24.0,282.72,107.279,223.354,25.41,51.26635,59.366,89.574,26.44,1865.0,269234.0,3248.0,production,OP,144.36139410187667
2010-07-26,15/9-F-12 H,24.0,282.82,107.276,223.608,23.94,51.26407,59.212,90.003,26.26,1857.0,268110.0,3251.0,production,OP,144.37802907915994
2010-07-27,15/9-F-12 H,24.0,282.784,107.274,223.439,25.133,51.2658,59.345,89.283,26.396,1860.0,268868.0,3257.0,production,OP,144.55268817204302
2010-07-28,15/9-F-12 H,24.0,282.834,107.272,223.669,25.31,51.26175,59.165,90.057,26.229,1857.0,268279.0,3259.0,production,OP,144.46903607969844
2010-07-29,15/9-F-12 H,24.0,282.869,107.271,223.689,25.121,51.31552,59.18,89.909,26.227,1854.0,268151.0,3262.0,production,OP,144.63376483279396
2010-07-30,15/9-F-12 H,24.0,283.076,107.266,223.626,24.92,51.02336,59.45,89.506,26.506,1846.0,266477.0,3246.0,production,OP,144.35373781148428
2010-07-31,15/9-F-12 H,24.0,283.154,107.263,223.581,25.068,50.9811,59.573,88.824,26.646,1843.0,266266.0,3249.0,production,OP,144.4742268041237
2010-08-01,15/9-F-12 H,24.0,283.227,107.261,223.686,25.174,50.9903,59.541,89.739,26.608,1840.0,265815.0,3257.0,production,OP,144.46467391304347
2010-08-02,15/9-F-12 H,24.0,283.112,107.261,223.383,25.083,51.03961,59.729,90.242,26.803,1846.0,266544.0,3260.0,production,OP,144.39003250270855
2010-08-03,15/9-F-12 H,24.0,283.032,107.26,223.147,25.116,51.06005,59.885,89.808,26.945,1843.0,266023.0,3277.0,production,OP,144.3423765599566
2010-08-04,15/9-F-12 H,24.0,283.066,107.259,223.287,25.24,51.09224,59.779,90.411,26.83,1841.0,266084.0,3273.0,production,OP,144.53231939163499
2010-08-05,15/9-F-12 H,22.17,284.694,107.25,224.541,23.54,47.34201,60.153,87.69,27.314,1572.0,229109.0,3015.0,production,OP,145.7436386768448
2010-08-06,15/9-F-12 H,24.0,282.694,107.288,224.2,25.931,50.95744,58.494,89.958,25.676,1796.0,260244.0,3439.0,production,OP,144.90200445434297
2010-08-07,15/9-F-12 H,22.5,286.846,107.238,225.169,22.495,44.77168,61.677,86.064,29.155,1498.0,218786.0,2881.0,production,OP,146.0520694259012
2010-08-08,15/9-F-12 H,24.0,282.881,107.287,224.563,25.658,50.91261,58.318,90.103,25.965,1801.0,261017.0,3453.0,production,OP,144.92892837312604
2010-08-09,15/9-F-12 H,24.0,282.87,107.283,224.308,25.87,51.02319,58.562,90.22,26.194,1813.0,262578.0,3457.0,production,OP,144.83066740209597
2010-08-10,15/9-F-12 H,24.0,282.976,107.279,224.207,25.736,51.05299,58.77,89.977,26.391,1820.0,262941.0,3363.0,production,OP,144.47307692307692
2010-08-11,15/9-F-12 H,24.0,283.009,107.277,224.339,25.713,51.07409,58.67,90.086,26.278,1821.0,262699.0,3375.0,production,OP,144.26084568918176
2010-08-12,15/9-F-12 H,24.0,282.992,107.274,224.165,25.507,51.18385,58.827,89.865,26.441,1819.0,263281.0,3382.0,production,OP,144.739417262232
2010-08-13,15/9-F-12 H,24.0,282.947,107.272,224.384,25.246,51.26246,58.564,90.191,26.172,1820.0,263654.0,3394.0,production,OP,144.86483516483517
2010-08-14,15/9-F-12 H,24.0,282.951,107.269,224.443,25.43,51.30891,58.508,90.511,26.122,1821.0,263027.0,3391.0,production,OP,144.44096650192202
2010-08-15,15/9-F-12 H,23.09,283.453,107.265,224.365,25.26,49.59304,59.088,90.316,26.823,1729.0,248262.0,3193.0,production,OP,143.58704453441297
2010-08-29,15/9-F-12 H,23.5,301.52,106.838,217.133,2.494,30.08677,84.388,68.719,52.757,1070.0,155881.0,2078.0,production,OP,145.68317757009345
2010-08-30,15/9-F-12 H,24.0,299.948,106.941,215.074,11.324,32.73609,84.875,80.629,52.334,1242.0,174132.0,1690.0,production,OP,140.20289855072463
2010-08-31,15/9-F-12 H,24.0,301.908,106.904,214.742,12.581,29.39564,87.166,78.56,54.626,1126.0,155892.0,1610.0,production,OP,138.4476021314387
2010-09-01,15/9-F-12 H,20.42,302.647,106.861,215.634,10.716,26.87418,87.013,73.082,54.641,983.0,139681.0,2113.0,production,OP,142.0966429298067
2010-09-02,15/9-F-12 H,24.0,286.79,107.153,216.662,21.826,45.57076,70.129,87.02,37.842,1940.0,358601.0,2660.0,production,OP,184.84587628865978
2010-09-03,15/9-F-12 H,24.0,284.174,107.209,217.814,25.093,47.71704,66.36,88.261,33.915,2007.0,296793.0,2820.0,production,OP,147.87892376681614
2010-09-04,15/9-F-12 H,24.0,282.115,107.249,219.12,26.747,49.73757,62.995,88.873,30.396,2081.0,308176.0,3009.0,production,OP,148.09034118212398
2010-09-05,15/9-F-12 H,24.0,281.692,107.259,219.89,27.489,50.54958,61.801,88.594,29.199,2071.0,307855.0,3261.0,production,OP,148.65041042974408
2010-09-06,15/9-F-12 H,24.0,281.766,107.261,220.378,27.773,50.79977,61.389,87.876,28.452,2041.0,292789.0,3188.0,production,OP,143.45369916707497
2010-09-07,15/9-F-12 H,24.0,281.9,107.259,220.675,27.826,50.80463,61.225,85.983,28.159,2037.0,303912.0,3472.0,production,OP,149.1958762886598
2010-09-08,15/9-F-12 H,24.0,282.068,107.257,221.142,27.982,50.78386,60.926,86.545,27.848,2016.0,301616.0,3324.0,production,OP,149.61111111111111
2010-09-09,15/9-F-12 H,24.0,282.39,107.254,221.665,28.18,50.80705,60.725,87.015,27.686,2000.0,299242.0,3503.0,production,OP,149.621
2010-09-10,15/9-F-12 H,24.0,282.501,107.252,222.174,28.403,50.84661,60.327,87.957,27.297,1894.0,282962.0,3085.0,production,OP,149.39915522703274
2010-09-11,15/9-F-12 H,24.0,282.316,107.254,222.811,28.795,51.32348,59.505,89.154,26.584,1908.0,280233.0,3160.0,production,OP,146.87264150943398
2010-09-12,15/9-F-12 H,24.0,276.723,107.35,224.997,30.02,62.176,51.726,90.517,19.649,2023.0,317017.0,3456.0,production,OP,156.7063766683144
2010-09-13,15/9-F-12 H,24.0,276.3,107.368,225.414,28.09,64.1697,50.886,88.739,18.797,1969.0,298170.0,3615.0,production,OP,151.43219908583038
2010-09-14,15/9-F-12 H,24.0,275.096,107.387,226.475,28.023,69.08174,48.621,89.777,16.452,2039.0,318144.0,3520.0,production,OP,156.02942618930848
2010-09-15,15/9-F-12 H,24.0,274.682,107.403,227.409,28.449,72.18922,47.273,90.35,15.064,2055.0,324494.0,4131.0,production,OP,157.90462287104623
2010-09-16,15/9-F-12 H,24.0,275.096,107.401,228.125,28.497,70.7713,46.971,90.793,14.789,2047.0,314340.0,4066.0,production,OP,153.56130923302393
2010-09-17,15/9-F-12 H,24.0,275.573,107.384,229.401,28.783,70.77175,46.172,90.84,14.157,2048.0,305757.0,4001.0,production,OP,149.29541015625
2010-09-18,15/9-F-12 H,22.5,282.679,107.287,230.659,25.103,59.78046,52.02,87.231,20.117,1452.0,216174.0,3152.0,production,OP,148.8801652892562
2010-09-19,15/9-F-12 H,24.0,275.865,107.377,230.857,28.403,74.09559,45.008,92.071,13.159,1870.0,294136.0,4006.0,production,OP,157.29197860962566
2010-09-20,15/9-F-12 H,21.49,279.422,107.34,230.199,26.83,64.4609,49.223,90.227,16.924,1456.0,221735.0,3371.0,production,OP,152.29052197802199
2010-09-21,15/9-F-12 H,4.18,294.66,106.979,238.422,2.73,39.1369,56.237,69.864,24.669,172.0,24653.0,386.0,production,OP,143.33139534883722
2010-09-22,15/9-F-12 H,15.66,294.429,107.125,230.579,16.947,37.78182,63.85,85.038,32.299,595.0,87561.0,1442.0,production,OP,147.16134453781513
2010-09-24,15/9-F-12 H,23.34,274.537,107.344,215.466,11.089,48.95261,59.071,81.965,27.27,1828.0,264574.0,2879.0,production,OP,144.73413566739606
2010-09-25,15/9-F-12 H,24.0,267.081,107.508,211.99,19.998,54.7847,55.091,88.24,22.552,2119.0,309891.0,3303.0,production,OP,146.24398301085418
2010-09-26,15/9-F-12 H,23.17,268.509,107.471,212.816,20.047,51.51316,55.694,88.013,23.14,1959.0,287201.0,3039.0,production,OP,146.6059213884635
2010-09-27,15/9-F-12 H,24.0,266.348,107.5,212.88,21.929,55.77891,53.468,89.288,20.913,2083.0,309949.0,3060.0,production,OP,148.7993278924628
2010-09-28,15/9-F-12 H,24.0,266.796,107.502,213.569,22.285,55.87806,53.227,88.657,20.712,2049.0,304810.0,2741.0,production,OP,148.76037091264033
2010-09-29,15/9-F-12 H,24.0,267.022,107.506,214.25,22.476,56.38509,52.772,88.078,20.268,2023.0,301573.0,3102.0,production,OP,149.0721700444884
2010-09-30,15/9-F-12 H,10.0,277.547,107.322,219.801,18.159,42.76418,57.746,75.121,26.79,545.0,78173.0,2563.0,production,OP,143.43669724770643
2010-10-01,15/9-F-12 H,24.0,276.822,107.336,219.281,14.811,47.3724,57.541,80.635,25.309,1549.0,232645.0,2617.0,production,OP,150.19044544867657
2010-10-02,15/9-F-12 H,24.0,267.923,107.494,215.275,22.019,56.73823,52.648,86.723,19.957,1975.0,296695.0,2959.0,production,OP,150.2253164556962
2010-10-03,15/9-F-12 H,24.0,271.392,107.464,216.248,22.645,53.26824,55.144,88.327,22.598,1895.0,285464.0,2839.0,production,OP,150.6406332453826
2010-10-04,15/9-F-12 H,24.0,279.901,107.363,218.412,20.97,44.6906,61.49,85.2,29.249,1400.0,208970.0,2219.0,production,OP,149.2642857142857
2010-10-05,15/9-F-12 H,24.0,284.417,107.259,221.03,17.102,42.17164,63.387,82.696,31.323,1146.0,173377.0,2073.0,production,OP,151.2888307155323
2010-10-06,15/9-F-12 H,24.0,273.029,107.439,217.27,22.916,52.53855,55.759,87.821,23.21,1836.0,276201.0,2998.0,production,OP,150.43627450980392
2010-10-07,15/9-F-12 H,24.0,272.57,107.443,217.444,23.245,53.11533,55.126,88.104,22.557,1847.0,277180.0,3454.0,production,OP,150.07038440714672
2010-10-08,15/9-F-12 H,22.0,281.604,107.313,219.707,17.118,39.64561,61.898,80.339,25.668,876.0,131541.0,1765.0,production,OP,150.16095890410958
2010-10-09,15/9-F-12 H,24.0,272.958,107.426,218.31,22.893,52.63943,54.648,87.878,22.113,1791.0,267977.0,3489.0,production,OP,149.62423227247348
2010-10-10,15/9-F-12 H,24.0,272.758,107.404,218.247,23.286,52.70134,54.511,88.82,21.96,1778.0,267093.0,3295.0,production,OP,150.22103487064118
2010-10-11,15/9-F-12 H,24.0,253.852,100.389,199.583,23.379,51.59724,54.269,89.553,21.707,1765.0,265546.0,3487.0,production,OP,150.45099150141644
2012-07-22,15/9-F-14 H,24.0,230.467,102.017,198.077,9.21,100.0,32.39,84.261,3.04,1057.0,165625.0,2701.0,production,OP,156.6934720908231
2012-07-23,15/9-F-14 H,24.0,230.555,102.008,198.152,14.641,100.0,32.404,84.03,3.048,1059.0,165953.0,2703.0,production,OP,156.70727101038716
2012-07-24,15/9-F-14 H,24.0,230.499,101.996,198.084,14.767,100.0,32.415,86.043,3.067,1060.0,165979.0,2717.0,production,OP,156.58396226415095
2012-07-25,15/9-F-14 H,24.0,230.394,101.986,197.926,14.858,100.0,32.468,86.627,3.112,1057.0,165680.0,2715.0,production,OP,156.74550614947967
2012-07-26,15/9-F-14 H,24.0,230.275,101.977,197.818,14.851,100.0,32.457,86.673,3.107,1056.0,165248.0,2708.0,production,OP,156.4848484848485
2012-07-27,15/9-F-14 H,24.0,230.184,101.968,197.82,14.607,100.0,32.364,85.202,3.014,1053.0,165340.0,2693.0,production,OP,157.01804368471036
2012-07-28,15/9-F-14 H,24.0,230.269,101.963,197.905,14.681,100.0,32.364,85.406,2.995,1049.0,165200.0,2671.0,production,OP,157.4833174451859
2012-07-29,15/9-F-14 H,24.0,230.269,101.972,197.877,14.702,100.0,32.392,85.327,3.031,1053.0,166101.0,2681.0,production,OP,157.74074074074073
2012-07-30,15/9-F-14 H,24.0,230.454,101.977,197.966,14.816,100.0,32.487,86.112,3.115,1044.0,164565.0,2744.0,production,OP,157.6293103448276
2012-07-31,15/9-F-14 H,24.0,230.175,101.972,197.608,14.921,100.0,32.568,86.875,3.174,1049.0,165442.0,2748.0,production,OP,157.71401334604386
2012-08-01,15/9-F-14 H,24.0,230.353,101.956,197.905,14.664,100.0,32.448,85.33,3.091,1046.0,161894.0,2751.0,production,OP,154.77437858508605
2012-08-02,15/9-F-14 H,24.0,230.245,101.943,197.827,14.603,100.0,32.419,85.557,3.055,1044.0,163626.0,2745.0,production,OP,156.72988505747125
2012-08-03,15/9-F-14 H,24.0,230.168,101.932,197.778,14.687,100.0,32.39,86.174,3.044,1042.0,163485.0,2726.0,production,OP,156.89539347408828
2012-08-04,15/9-F-14 H,24.0,230.51,101.93,198.034,14.834,100.0,32.476,86.874,3.101,1036.0,164002.0,2718.0,production,OP,158.3030888030888
2012-08-05,15/9-F-14 H,24.0,230.855,101.936,198.359,14.842,100.0,32.497,86.818,3.116,1031.0,164002.0,2742.0,production,OP,159.07080504364694
2012-08-06,15/9-F-14 H,24.0,230.841,101.941,198.292,14.913,100.0,32.549,86.869,3.159,1038.0,163614.0,2788.0,production,OP,157.6242774566474
2012-08-07,15/9-F-14 H,24.0,230.841,101.929,198.304,14.8,100.0,32.537,86.855,3.151,1041.0,163535.0,2802.0,production,OP,157.09414024975985
2012-08-08,15/9-F-14 H,24.0,230.754,101.918,198.253,14.737,100.0,32.501,86.674,3.132,1041.0,168967.0,2800.0,production,OP,162.31219980787705
2012-08-09,15/9-F-14 H,24.0,230.662,101.907,198.202,14.77,100.0,32.46,86.678,3.104,1036.0,162600.0,2793.0,production,OP,156.94980694980694
2012-08-10,15/9-F-14 H,24.0,230.406,101.899,198.081,14.75,100.0,32.325,86.699,3.101,1042.0,163591.0,2806.0,production,OP,156.9971209213052
2012-08-11,15/9-F-14 H,24.0,230.293,101.895,198.082,14.816,100.0,32.211,86.678,3.108,1047.0,166423.0,2804.0,production,OP,158.95224450811844
2012-08-12,15/9-F-14 H,24.0,230.831,101.894,198.487,14.719,99.99899,32.344,85.612,3.059,1042.0,164742.0,2840.0,production,OP,158.1017274472169
2012-08-13,15/9-F-14 H,0.63,252.892,101.887,206.74,14.813,7.77767,46.153,83.715,17.204,203.0,3754.0,-59.0,production,OP,18.492610837438423
2012-09-29,15/9-F-14 H,5.83,234.562,101.431,176.474,20.185,15.68811,58.088,52.044,23.432,417.0,56054.0,555.0,production,OP,134.42206235011992
2012-09-30,15/9-F-14 H,24.0,215.333,102.432,179.856,24.175,99.98931,35.477,81.057,4.405,1238.0,189927.0,2363.0,production,OP,153.41437802907916
2012-10-01,15/9-F-14 H,24.0,217.527,102.483,183.551,21.173,100.0,33.976,82.68,4.281,1200.0,183977.0,2587.0,production,OP,153.31416666666667
2012-10-02,15/9-F-14 H,24.0,216.941,102.439,182.681,20.259,100.0,34.259,82.555,4.422,1410.0,213713.0,2378.0,production,OP,151.5695035460993
2012-10-03,15/9-F-14 H,24.0,217.832,102.37,183.921,20.676,100.0,33.911,82.984,4.379,1405.0,211887.0,2445.0,production,OP,150.80925266903915
2012-10-04,15/9-F-14 H,24.0,217.561,102.402,183.506,21.176,100.0,34.055,84.557,4.509,1458.0,218131.0,2451.0,production,OP,149.60973936899862
2012-10-05,15/9-F-14 H,24.0,217.514,102.434,183.433,21.463,100.0,34.081,84.713,4.532,1604.0,240499.0,2467.0,production,OP,149.9370324189526
2012-10-06,15/9-F-14 H,24.0,218.2,102.44,184.157,21.648,100.0,34.043,84.791,4.515,1599.0,241135.0,2476.0,production,OP,150.8036272670419
2012-10-07,15/9-F-14 H,24.0,218.804,102.439,184.864,21.654,100.0,33.94,84.618,4.429,1585.0,240174.0,2484.0,production,OP,151.52933753943216
2012-10-08,15/9-F-14 H,24.0,219.214,102.434,185.333,21.685,100.0,33.881,84.648,4.389,1578.0,238843.0,2478.0,production,OP,151.35804816223066
2012-10-09,15/9-F-14 H,24.0,219.838,102.434,186.052,21.763,100.0,33.786,84.71,4.301,1556.0,236658.0,2474.0,production,OP,152.09383033419024
2012-10-10,15/9-F-14 H,24.0,220.763,102.429,186.929,22.243,100.0,33.833,85.566,4.34,1511.0,230969.0,2522.0,production,OP,152.85837193911317
2012-10-11,15/9-F-14 H,24.0,223.385,102.37,189.229,22.595,100.0,34.156,85.316,4.603,1535.0,232417.0,2588.0,production,OP,151.4117263843648
2012-10-12,15/9-F-14 H,24.0,232.194,102.174,194.469,23.28,75.1355,37.725,86.789,8.218,1325.0,201007.0,2019.0,production,OP,151.7033962264151
2012-10-13,15/9-F-14 H,22.0,255.206,101.904,202.517,19.103,33.57448,52.688,75.628,17.977,550.0,86497.0,864.0,production,OP,157.26727272727274
2012-10-14,15/9-F-14 H,5.18,240.904,102.059,197.371,23.163,11.26425,43.532,87.274,14.288,206.0,22184.0,146.0,production,OP,107.68932038834951
2012-10-19,15/9-F-14 H,7.0,264.889,100.606,196.714,8.961,22.0,68.175,48.187,26.986,188.0,31348.0,374.0,production,OP,166.74468085106383
2012-10-20,15/9-F-14 H,24.0,239.366,102.176,195.235,21.262,46.01513,44.131,86.496,14.716,892.0,134484.0,1309.0,production,OP,150.76681614349775
2012-10-21,15/9-F-14 H,24.0,238.989,102.104,196.567,23.234,48.06322,42.422,87.666,13.004,944.0,143054.0,1395.0,production,OP,151.54025423728814
2012-10-22,15/9-F-14 H,24.0,239.113,102.009,196.379,22.711,47.9142,42.734,87.738,13.411,1370.0,208315.0,2786.0,production,OP,152.05474452554745
2012-10-23,15/9-F-14 H,24.0,240.67,101.903,197.272,22.639,47.22846,43.398,87.849,13.685,1368.0,208974.0,2674.0,production,OP,152.75877192982455
2012-10-24,15/9-F-14 H,24.0,240.702,101.812,197.31,22.531,47.14751,43.392,87.957,13.604,1375.0,208463.0,2676.0,production,OP,151.60945454545455
2012-10-25,15/9-F-14 H,24.0,240.58,101.78,197.388,22.254,47.25403,43.192,87.527,13.404,1361.0,207551.0,2677.0,production,OP,152.4988978692138
2012-10-26,15/9-F-14 H,24.0,239.073,101.775,196.878,22.092,48.12495,42.195,87.305,12.427,1345.0,206033.0,2637.0,production,OP,153.18438661710036
2012-10-27,15/9-F-14 H,24.0,237.371,101.782,196.454,22.222,49.80148,40.918,87.554,11.156,1345.0,205168.0,2606.0,production,OP,152.54126394052045
2012-10-28,15/9-F-14 H,24.0,235.823,101.779,196.165,22.226,51.4188,39.658,87.013,9.88,1385.0,212121.0,2652.0,production,OP,153.15595667870036
2012-10-29,15/9-F-14 H,24.0,234.877,101.77,195.949,22.254,53.07967,38.929,87.755,9.166,1315.0,201153.0,2552.0,production,OP,152.9680608365019
2012-10-30,15/9-F-14 H,24.0,234.598,101.76,196.175,22.284,54.05123,38.423,87.259,8.668,1275.0,195614.0,2668.0,production,OP,153.42274509803923
2012-10-31,15/9-F-14 H,24.0,234.362,101.742,196.546,22.076,55.74203,37.816,85.514,8.044,1263.0,194686.0,2673.0,production,OP,154.14568487727632
2012-11-01,15/9-F-14 H,24.0,234.481,101.714,196.984,22.05,57.06494,37.497,85.838,7.711,1254.0,193424.0,2679.0,production,OP,154.24561403508773
2012-11-02,15/9-F-14 H,24.0,234.295,101.7,197.043,22.151,57.35145,37.252,86.584,7.489,1237.0,191192.0,2829.0,production,OP,154.5610347615198
2012-11-03,15/9-F-14 H,24.0,233.935,101.684,197.038,22.388,58.60268,36.897,88.014,7.122,1230.0,189773.0,2828.0,production,OP,154.2869918699187
2012-11-04,15/9-F-14 H,24.0,234.446,101.649,197.534,22.429,59.11554,36.912,88.13,7.128,1222.0,188770.0,2839.0,production,OP,154.47626841243863
2012-11-05,15/9-F-14 H,24.0,235.749,101.617,198.303,22.409,56.96001,37.447,88.071,7.69,1205.0,190634.0,2792.0,production,OP,158.20248962655603
2012-11-06,15/9-F-14 H,24.0,237.192,101.608,199.194,22.372,55.20692,37.998,87.5,8.245,1182.0,187679.0,2804.0,production,OP,158.7808798646362
2012-11-07,15/9-F-14 H,24.0,237.52,101.61,199.697,22.435,56.13213,37.822,87.084,8.063,1187.0,188218.0,2847.0,production,OP,158.56613310867735
2012-11-08,15/9-F-14 H,24.0,237.913,101.615,200.085,22.635,56.50722,37.828,87.902,8.046,1192.0,188764.0,2875.0,production,OP,158.35906040268458
2012-11-09,15/9-F-14 H,24.0,239.89,101.593,201.181,22.582,53.50081,38.709,86.604,8.958,1176.0,188934.0,2890.0,production,OP,160.65816326530611
2012-11-10,15/9-F-14 H,24.0,242.283,101.569,202.155,22.719,49.84369,40.128,86.899,10.385,1167.0,184401.0,2909.0,production,OP,158.01285347043702
2012-11-11,15/9-F-14 H,24.0,242.981,101.559,202.378,22.844,49.11747,40.604,88.055,10.865,1164.0,182117.0,2936.0,production,OP,156.45790378006873
2012-11-12,15/9-F-14 H,24.0,242.967,101.558,202.389,22.831,49.22414,40.578,87.611,10.864,1168.0,182830.0,2939.0,production,OP,156.53253424657535
2012-11-13,15/9-F-14 H,24.0,243.108,101.557,202.525,22.701,49.05089,40.583,86.743,10.87,1169.0,183292.0,2934.0,production,OP,156.79384088964926
2012-11-14,15/9-F-14 H,24.0,243.096,101.56,202.467,22.855,48.96069,40.63,87.792,10.899,1169.0,182577.0,2929.0,production,OP,156.18220701454234
2012-11-15,15/9-F-14 H,24.0,243.291,101.557,202.633,22.873,49.00606,40.657,87.456,10.934,1171.0,183157.0,2942.0,production,OP,156.41076003415884
2012-11-16,15/9-F-14 H,24.0,243.452,101.555,202.844,22.815,48.14149,40.608,86.858,10.871,1180.0,184774.0,2975.0,production,OP,156.58813559322033
2012-11-17,15/9-F-14 H,24.0,243.464,101.561,202.798,22.897,49.05232,40.666,87.557,10.938,1168.0,182807.0,2874.0,production,OP,156.51284246575344
2012-11-18,15/9-F-14 H,24.0,243.628,101.562,202.903,22.79,48.91453,40.725,86.963,10.992,1164.0,182112.0,2929.0,production,OP,156.4536082474227
2012-11-19,15/9-F-14 H,24.0,243.662,101.569,203.157,22.703,49.21065,40.505,85.968,10.788,1160.0,182753.0,2943.0,production,OP,157.54568965517242
2012-11-20,15/9-F-14 H,24.0,243.756,101.574,203.282,22.845,49.10588,40.474,86.511,10.747,1157.0,182016.0,2944.0,production,OP,157.3171996542783
2012-11-21,15/9-F-14 H,24.0,243.996,101.563,203.491,22.981,49.09601,40.505,87.245,10.789,1157.0,181277.0,2914.0,production,OP,156.67847882454623
2012-11-22,15/9-F-14 H,24.0,244.017,101.555,203.639,22.889,49.14111,40.378,86.769,10.661,1147.0,180753.0,2912.0,production,OP,157.58761987794247
2012-11-23,15/9-F-14 H,24.0,243.917,101.552,203.608,22.804,49.06569,40.309,86.211,10.573,1144.0,180055.0,2905.0,production,OP,157.39073426573427
2012-11-24,15/9-F-14 H,24.0,243.94,101.545,203.669,22.93,48.05672,40.271,87.343,10.553,1145.0,179114.0,2923.0,production,OP,156.43144104803494
2012-11-25,15/9-F-14 H,24.0,243.153,101.551,203.559,22.693,50.40123,39.594,86.493,9.886,1135.0,178773.0,2907.0,production,OP,157.50925110132158
2012-11-26,15/9-F-14 H,24.0,243.453,101.548,203.969,22.939,51.09547,39.485,88.228,9.755,1135.0,179807.0,2918.0,production,OP,158.42026431718062
2012-11-27,15/9-F-14 H,24.0,243.664,101.485,204.186,23.062,51.13289,39.479,88.442,9.75,1103.0,174308.0,3011.0,production,OP,158.03082502266545
2012-11-28,15/9-F-14 H,24.0,244.497,101.563,204.909,23.097,50.62384,39.589,88.351,9.883,1090.0,172320.0,3044.0,production,OP,158.09174311926606
2012-11-29,15/9-F-14 H,24.0,244.753,101.559,205.173,23.225,50.22836,39.58,88.414,9.904,1081.0,170148.0,3042.0,production,OP,157.3987049028677
2012-11-30,15/9-F-14 H,24.0,244.864,101.548,205.391,23.228,50.30096,39.474,88.412,9.786,1073.0,168907.0,3012.0,production,OP,157.4156570363467
2012-12-01,15/9-F-14 H,24.0,244.529,101.542,205.425,23.088,50.86614,39.104,88.241,9.497,1067.0,169703.0,3052.0,production,OP,159.0468603561387
